Producto ID;Nombre;Modelo;META KEYWORDS;META DESCRIPTION;SKU;Stock Status;Fabricante;Envio;Precio;Impuesto;Disponibilidad;Peso;Unidad de Peso;Largo;Ancho;Alto;Unidad de Longitud;Creado;Modificado;Veces Visto;Stock Minimo;Costo;Cantidad
149;FLIPS CHOCOLATE 24 X 220grs;150101;;;;Disponible;;1;-547.9677066;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-17.5320197
150;FLIPS CHOCOLATE E 12X12X28 GRS;150103;;;;Disponible;;1;-570.7980296;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-19.38669951
152;FLIPS DOBLE CHOCO 12 X 12X28 GR;150105;;;;Disponible;;1;-593.6283525;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-21.24137931
153;FLIPS DOBLE CHOCO 24 X 220grs;150107;;;;Disponible;;1;-616.4586754;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-23.09605911
154;FLIPS DULCE DE LECHE 120 grs;150109;;;;Disponible;;1;-639.2889984;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-24.95073892
155;FLIPS DULCE DE LECHE 24 X 220grs;150111;;;;Disponible;;1;-662.1193213;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-26.80541872
156;yeah;150114;;;;Disponible;;1;-684.9496442;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-28.66009852
157;yeah;150116;;;;Disponible;;1;-707.7799672;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-30.51477833
158;yeah;150118;;;;Disponible;;1;-730.6102901;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-32.36945813
159;yeah;150120;;;;Disponible;;1;-753.440613;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-34.22413793
160;yeah;150122;;;;Disponible;;1;-776.270936;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-36.07881773
161;yeah;150124;;;;Disponible;;1;-799.1012589;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-37.93349754
162;yeah;150127;;;;Disponible;;1;-821.9315818;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-39.78817734
163;ACT II MANTEQUILLA;150129;;;;Disponible;;1;-844.7619048;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-41.64285714
164;ACT II MANTEQUILLA 12 X 3 X 91Grs;150131;;;;Disponible;;1;-867.5922277;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-43.49753695
165;ACT II MANTEQUILLA 4X18X91 GRS;150133;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-890.4225506;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-45.35221675
166;ACT II NATURAL 12 X 3 X 91Grs;150135;;;;Disponible;;1;-913.2528736;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-47.20689655
167;ACT II NATURALES 4X18X91 GRS;150137;;;;Disponible;;1;-936.0831965;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-49.06157635
169;ACT II QUESO AMARILLO 4X15X96GRS;150139;;;;Disponible;;1;-958.9135194;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-50.91625616
170;AZUCARADAS 240 GRS;150142;;;;Disponible;;1;-981.7438424;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-52.77093596
171;CHOCO SAFARI 240 GRS;150144;;;;Disponible;;1;-1004.574165;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-54.62561576
172;CHOCOAZUCARADAS 12 X 240 GRS;150146;;;;Disponible;;1;-1027.404488;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-56.48029557
173;CRONCH FLAKES 250 grs. (Three Pack);150148;;;;Disponible;;1;-1050.234811;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-58.33497537
174;DANIBISK GALLETON XTRA CHOCO 200 GRS;150150;;;;Disponible;;1;-1073.065134;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-60.18965517
175;DANIBISK GAYETN CLASIC 200 GRS;150152;;;;Disponible;;1;-1095.895457;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-62.04433498
176;yeah;150155;;;;Disponible;;1;-1118.72578;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-63.89901478
177;DANIBSK GAYETN FIESTA 200G;150157;;;;Disponible;;1;-1141.556103;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-65.75369458
178;FLIPS CHOCO 120 grs;150159;;;;Disponible;;1;-1164.386426;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-67.60837438
179;FLIPS CHOCOLATE 24 X 220grs;150161;;;;Disponible;;1;-1187.216749;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-69.46305419
180;FLIPS CHOCOLATE E 12X12X28 GRS;150163;;;;Disponible;;1;-1210.047072;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-71.31773399
181;FLIPS DOBLE CHOCO 12 X 12X28 GR;150165;;;;Disponible;;1;-1232.877395;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-73.17241379
182;FLIPS DOBLE CHOCO 24 X 220grs;150168;;;;Disponible;;1;-1255.707718;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-75.0270936
183;FLIPS DULCE DE LECHE 120 grs;150170;;;;Disponible;;1;-1278.538041;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-76.8817734
184;FLIPS DULCE DE LECHE 24 X 220grs;150172;;;;Disponible;;1;-1301.368363;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-78.7364532
186;yeah;150174;;;;Disponible;;1;-1324.198686;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-80.591133
187;yeah;150176;;;;Disponible;;1;-1347.029009;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-82.44581281
188;yeah;150178;;;;Disponible;;1;-1369.859332;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-84.30049261
189;yeah;150180;;;;Disponible;;1;-1392.689655;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-86.15517241
190;yeah;150183;;;;Disponible;;1;-1415.519978;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-88.00985222
191;yeah;150185;;;;Disponible;;1;-1438.350301;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-89.86453202
192;yeah;150187;;;;Disponible;;1;-1461.180624;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-91.71921182
193;ACT II MANTEQUILLA;150189;;;;Disponible;;1;-1484.010947;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-93.57389163
194;ACT II MANTEQUILLA 12 X 3 X 91Grs;150191;;;;Disponible;;1;-1506.84127;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-95.42857143
195;ACT II MANTEQUILLA 4X18X91 GRS;150193;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-1529.671593;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-97.28325123
196;ACT II NATURAL 12 X 3 X 91Grs;150196;;;;Disponible;;1;-1552.501916;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-99.13793103
197;ACT II NATURALES 4X18X91 GRS;150198;;;;Disponible;;1;-1575.332239;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-100.9926108
198;ACT II QUESO AMARILLO 4X15X96GRS;150200;;;;Disponible;;1;-1598.162562;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-102.8472906
199;AZUCARADAS 240 GRS;150202;;;;Disponible;;1;-1620.992885;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-104.7019704
200;CHOCO SAFARI 240 GRS;150204;;;;Disponible;;1;-1643.823207;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-106.5566502
201;CHOCOAZUCARADAS 12 X 240 GRS;150206;;;;Disponible;;1;-1666.65353;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-108.41133
203;CRONCH FLAKES 250 grs. (Three Pack);150208;;;;Disponible;;1;-1689.483853;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-110.2660099
204;DANIBISK GALLETON XTRA CHOCO 200 GRS;150211;;;;Disponible;;1;-1712.314176;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-112.1206897
205;DANIBISK GAYETN CLASIC 200 GRS;150213;;;;Disponible;;1;-1735.144499;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-113.9753695
206;yeah;150215;;;;Disponible;;1;-1757.974822;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-115.8300493
207;DANIBSK GAYETN FIESTA 200G;150217;;;;Disponible;;1;-1780.805145;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-117.6847291
208;FLIPS CHOCO 120 grs;150219;;;;Disponible;;1;-1803.635468;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-119.5394089
209;FLIPS CHOCOLATE 24 X 220grs;150221;;;;Disponible;;1;-1826.465791;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-121.3940887
210;FLIPS CHOCOLATE E 12X12X28 GRS;150224;;;;Disponible;;1;-1849.296114;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-123.2487685
211;FLIPS DOBLE CHOCO 12 X 12X28 GR;150226;;;;Disponible;;1;-1872.126437;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-125.1034483
212;FLIPS DOBLE CHOCO 24 X 220grs;150228;;;;Disponible;;1;-1894.95676;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-126.9581281
213;FLIPS DULCE DE LECHE 120 grs;150230;;;;Disponible;;1;-1917.787083;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-128.8128079
214;FLIPS DULCE DE LECHE 24 X 220grs;150232;;;;Disponible;;1;-1940.617406;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-130.6674877
215;yeah;150234;;;;Disponible;;1;-1963.447729;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-132.5221675
216;yeah;150236;;;;Disponible;;1;-1986.278051;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-134.3768473
217;yeah;150239;;;;Disponible;;1;-2009.108374;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-136.2315271
218;yeah;150241;;;;Disponible;;1;-2031.938697;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-138.0862069
220;yeah;150243;;;;Disponible;;1;-2054.76902;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-139.9408867
221;yeah;150245;;;;Disponible;;1;-2077.599343;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-141.7955665
222;yeah;150247;;;;Disponible;;1;-2100.429666;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-143.6502463
223;ACT II MANTEQUILLA;150249;;;;Disponible;;1;-2123.259989;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-145.5049261
224;ACT II MANTEQUILLA 12 X 3 X 91Grs;150252;;;;Disponible;;1;-2146.090312;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-147.3596059
225;ACT II MANTEQUILLA 4X18X91 GRS;150254;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-2168.920635;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-149.2142857
226;ACT II NATURAL 12 X 3 X 91Grs;150256;;;;Disponible;;1;-2191.750958;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-151.0689655
227;ACT II NATURALES 4X18X91 GRS;150258;;;;Disponible;;1;-2214.581281;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-152.9236453
228;ACT II QUESO AMARILLO 4X15X96GRS;150260;;;;Disponible;;1;-2237.411604;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-154.7783251
229;AZUCARADAS 240 GRS;150262;;;;Disponible;;1;-2260.241927;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-156.6330049
230;CHOCO SAFARI 240 GRS;150264;;;;Disponible;;1;-2283.07225;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-158.4876847
231;CHOCOAZUCARADAS 12 X 240 GRS;150267;;;;Disponible;;1;-2305.902573;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-160.3423645
232;CRONCH FLAKES 250 grs. (Three Pack);150269;;;;Disponible;;1;-2328.732895;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-162.1970443
233;DANIBISK GALLETON XTRA CHOCO 200 GRS;150271;;;;Disponible;;1;-2351.563218;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-164.0517241
234;DANIBISK GAYETN CLASIC 200 GRS;150273;;;;Disponible;;1;-2374.393541;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-165.9064039
235;yeah;150275;;;;Disponible;;1;-2397.223864;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-167.7610837
237;DANIBSK GAYETN FIESTA 200G;150277;;;;Disponible;;1;-2420.054187;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-169.6157635
238;FLIPS CHOCO 120 grs;150280;;;;Disponible;;1;-2442.88451;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-171.4704433
239;FLIPS CHOCOLATE 24 X 220grs;150282;;;;Disponible;;1;-2465.714833;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-173.3251232
240;FLIPS CHOCOLATE E 12X12X28 GRS;150284;;;;Disponible;;1;-2488.545156;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-175.179803
241;FLIPS DOBLE CHOCO 12 X 12X28 GR;150286;;;;Disponible;;1;-2511.375479;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-177.0344828
242;FLIPS DOBLE CHOCO 24 X 220grs;150288;;;;Disponible;;1;-2534.205802;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-178.8891626
243;FLIPS DULCE DE LECHE 120 grs;150290;;;;Disponible;;1;-2557.036125;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-180.7438424
244;FLIPS DULCE DE LECHE 24 X 220grs;150293;;;;Disponible;;1;-2579.866448;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-182.5985222
245;yeah;150295;;;;Disponible;;1;-2602.696771;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-184.453202
246;yeah;150297;;;;Disponible;;1;-2625.527094;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-186.3078818
247;yeah;150299;;;;Disponible;;1;-2648.357417;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-188.1625616
248;yeah;150301;;;;Disponible;;1;-2671.187739;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-190.0172414
249;yeah;150303;;;;Disponible;;1;-2694.018062;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-191.8719212
250;yeah;150305;;;;Disponible;;1;-2716.848385;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-193.726601
251;yeah;150308;;;;Disponible;;1;-2739.678708;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-195.5812808
252;ACT II MANTEQUILLA;150310;;;;Disponible;;1;-2762.509031;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-197.4359606
254;ACT II MANTEQUILLA 12 X 3 X 91Grs;150312;;;;Disponible;;1;-2785.339354;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-199.2906404
255;ACT II MANTEQUILLA 4X18X91 GRS;150314;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-2808.169677;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-201.1453202
256;ACT II NATURAL 12 X 3 X 91Grs;150316;;;;Disponible;;1;-2831;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-203
257;ACT II NATURALES 4X18X91 GRS;150318;;;;Disponible;;1;-2853.830323;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-204.8546798
258;ACT II QUESO AMARILLO 4X15X96GRS;150321;;;;Disponible;;1;-2876.660646;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-206.7093596
259;AZUCARADAS 240 GRS;150323;;;;Disponible;;1;-2899.490969;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-208.5640394
260;CHOCO SAFARI 240 GRS;150325;;;;Disponible;;1;-2922.321292;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-210.4187192
261;CHOCOAZUCARADAS 12 X 240 GRS;150327;;;;Disponible;;1;-2945.151615;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-212.273399
262;CRONCH FLAKES 250 grs. (Three Pack);150329;;;;Disponible;;1;-2967.981938;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-214.1280788
263;DANIBISK GALLETON XTRA CHOCO 200 GRS;150331;;;;Disponible;;1;-2990.812261;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-215.9827586
264;DANIBISK GAYETN CLASIC 200 GRS;150333;;;;Disponible;;1;-3013.642583;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-217.8374384
265;yeah;150336;;;;Disponible;;1;-3036.472906;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-219.6921182
266;DANIBSK GAYETN FIESTA 200G;150338;;;;Disponible;;1;-3059.303229;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-221.546798
267;FLIPS CHOCO 120 grs;150340;;;;Disponible;;1;-3082.133552;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-223.4014778
268;FLIPS CHOCOLATE 24 X 220grs;150342;;;;Disponible;;1;-3104.963875;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-225.2561576
269;FLIPS CHOCOLATE E 12X12X28 GRS;150344;;;;Disponible;;1;-3127.794198;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-227.1108374
271;FLIPS DOBLE CHOCO 12 X 12X28 GR;150346;;;;Disponible;;1;-3150.624521;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-228.9655172
272;FLIPS DOBLE CHOCO 24 X 220grs;150349;;;;Disponible;;1;-3173.454844;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-230.820197
273;FLIPS DULCE DE LECHE 120 grs;150351;;;;Disponible;;1;-3196.285167;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-232.6748768
274;FLIPS DULCE DE LECHE 24 X 220grs;150353;;;;Disponible;;1;-3219.11549;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-234.5295567
275;yeah;150355;;;;Disponible;;1;-3241.945813;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-236.3842365
276;yeah;150357;;;;Disponible;;1;-3264.776136;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-238.2389163
277;yeah;150359;;;;Disponible;;1;-3287.606459;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-240.0935961
278;yeah;150361;;;;Disponible;;1;-3310.436782;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-241.9482759
279;yeah;150364;;;;Disponible;;1;-3333.267105;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-243.8029557
280;yeah;150366;;;;Disponible;;1;-3356.097427;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-245.6576355
281;yeah;150368;;;;Disponible;;1;-3378.92775;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-247.5123153
282;ACT II MANTEQUILLA;150370;;;;Disponible;;1;-3401.758073;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-249.3669951
